index,City,Date,Card Type,Category,Gender,Amount
11471,Ahmedabad,2014-10-29,Silver,Food,Female,294473
11472,Greater Mumbai,2015-03-11,Silver,Entertainment,Male,222314
11473,Delhi,2014-05-10,Silver,Entertainment,Male,62155
11474,Delhi,2013-11-17,Silver,Grocery,Male,258425
11475,Ahmedabad,2015-01-31,Signature,Food,Male,12274
11476,Greater Mumbai,2015-01-18,Signature,Grocery,Female,11324
11477,Bengaluru,2013-11-05,Gold,Fuel,Male,95366
11478,Greater Mumbai,2014-05-02,Gold,Fuel,Female,74471
11479,Delhi,2013-11-24,Signature,Food,Male,141073
11480,Greater Mumbai,2014-09-18,Silver,Grocery,Female,214343
11481,Ahmedabad,2014-04-10,Gold,Entertainment,Female,199961
11482,Delhi,2013-10-23,Gold,Fuel,Female,173587
11483,Bengaluru,2015-01-20,Signature,Fuel,Female,161983
11484,Ahmedabad,2014-07-21,Platinum,Food,Male,80033
11485,Delhi,2015-05-22,Gold,Fuel,Female,9294
11486,Ahmedabad,2014-02-17,Platinum,Fuel,Male,227713
11487,Ahmedabad,2014-02-07,Gold,Fuel,Female,274205
11488,Ahmedabad,2014-12-07,Gold,Fuel,Female,272394
11489,Bengaluru,2014-10-16,Signature,Grocery,Male,31020
11490,Delhi,2014-09-04,Silver,Fuel,Female,48584
11491,Greater Mumbai,2014-09-18,Platinum,Fuel,Male,135676
11492,Ahmedabad,2013-10-10,Signature,Food,Female,265844
11493,Bengaluru,2015-01-01,Signature,Food,Female,172900
11494,Delhi,2014-04-19,Platinum,Food,Female,172862
11495,Delhi,2014-10-24,Silver,Bills,Female,166051
11496,Ahmedabad,2014-09-29,Signature,Food,Female,18327
11497,Delhi,2013-10-23,Platinum,Food,Male,2997
11498,Delhi,2014-09-22,Silver,Entertainment,Female,240058
11499,Delhi,2014-06-18,Platinum,Fuel,Male,98791
11500,Delhi,2014-01-06,Silver,Bills,Male,80898
11501,Bengaluru,2014-10-23,Gold,Entertainment,Male,273640
11502,Delhi,2014-05-03,Gold,Grocery,Male,90175
11503,Delhi,2015-05-20,Silver,Fuel,Male,32039
11504,Delhi,2014-07-04,Signature,Food,Male,85059
11505,Greater Mumbai,2015-03-18,Platinum,Food,Male,156364
11506,Delhi,2013-11-29,Signature,Fuel,Male,195679
11507,Bengaluru,2014-02-20,Platinum,Bills,Female,116609
11508,Bengaluru,2014-06-29,Gold,Food,Male,19790
11509,Greater Mumbai,2014-04-21,Gold,Grocery,Male,124123
11510,Greater Mumbai,2014-06-17,Platinum,Bills,Male,266904
11511,Delhi,2015-05-14,Silver,Bills,Female,280939
11512,Greater Mumbai,2014-05-13,Silver,Entertainment,Male,266469
11513,Ahmedabad,2014-02-18,Gold,Bills,Female,260626
11514,Ahmedabad,2015-01-05,Platinum,Fuel,Male,101035
11515,Bengaluru,2014-06-26,Signature,Grocery,Male,6446
11516,Delhi,2015-03-19,Platinum,Bills,Male,45585
11517,Greater Mumbai,2015-04-21,Silver,Grocery,Female,56308
11518,Greater Mumbai,2014-12-11,Gold,Bills,Male,77307
11519,Bengaluru,2014-01-21,Gold,Fuel,Male,61795
11520,Bengaluru,2014-06-27,Silver,Grocery,Female,159036
11521,Bengaluru,2014-06-14,Silver,Bills,Female,103893
11522,Bengaluru,2013-10-15,Gold,Food,Male,37869
11523,Ahmedabad,2015-04-06,Signature,Fuel,Male,110742
11524,Bengaluru,2014-10-01,Gold,Entertainment,Female,162566
11525,Ahmedabad,2015-05-14,Silver,Food,Male,125039
11526,Greater Mumbai,2014-03-22,Signature,Food,Male,118964
11527,Bengaluru,2015-03-06,Platinum,Food,Female,274260
11528,Greater Mumbai,2014-08-06,Silver,Bills,Male,157485
11529,Delhi,2015-01-31,Silver,Grocery,Male,205271
11530,Delhi,2013-11-15,Platinum,Food,Female,141367
11531,Bengaluru,2013-11-04,Silver,Grocery,Female,118609
11532,Bengaluru,2014-06-26,Signature,Grocery,Female,160942
11533,Bengaluru,2015-04-09,Silver,Food,Female,31302
11534,Greater Mumbai,2014-07-01,Silver,Food,Male,153148
11535,Delhi,2014-01-06,Gold,Grocery,Male,273866
11536,Ahmedabad,2015-04-03,Platinum,Grocery,Female,155634
11537,Ahmedabad,2014-09-13,Gold,Food,Female,252812
11538,Delhi,2014-11-08,Silver,Grocery,Male,51661
11539,Greater Mumbai,2014-08-25,Platinum,Grocery,Female,56300
11540,Bengaluru,2014-11-16,Signature,Food,Male,245099
11541,Bengaluru,2015-02-26,Platinum,Bills,Female,87656
11542,Delhi,2014-07-22,Gold,Grocery,Female,42675
11543,Ahmedabad,2015-02-24,Signature,Grocery,Male,216341
11544,Ahmedabad,2015-02-12,Silver,Grocery,Male,293153
11545,Ahmedabad,2015-04-28,Gold,Bills,Male,164876
11546,Greater Mumbai,2014-02-15,Signature,Food,Female,30475
11547,Delhi,2014-04-29,Gold,Entertainment,Male,12859
11548,Delhi,2014-11-27,Platinum,Grocery,Male,179816
11549,Greater Mumbai,2014-10-26,Gold,Entertainment,Male,227006
11550,Greater Mumbai,2013-10-15,Gold,Entertainment,Male,177019
11551,Ahmedabad,2014-10-26,Platinum,Fuel,Male,2190
11552,Greater Mumbai,2014-08-18,Gold,Fuel,Female,153475
11553,Bengaluru,2015-01-02,Gold,Bills,Female,193195
11554,Greater Mumbai,2014-04-28,Silver,Fuel,Male,135608
11555,Bengaluru,2013-10-11,Gold,Fuel,Female,162498
11556,Greater Mumbai,2014-06-26,Gold,Bills,Male,245860
11557,Bengaluru,2014-10-16,Platinum,Grocery,Male,210069
11558,Bengaluru,2014-12-08,Signature,Food,Female,127622
11559,Ahmedabad,2014-12-15,Platinum,Bills,Female,276253
11560,Bengaluru,2014-05-10,Signature,Entertainment,Female,3419
11561,Bengaluru,2013-11-08,Silver,Fuel,Male,70118
11562,Greater Mumbai,2015-03-22,Gold,Bills,Female,255245
11563,Delhi,2014-03-20,Platinum,Food,Female,117666
11564,Ahmedabad,2013-10-06,Gold,Food,Male,125804
11565,Bengaluru,2014-08-17,Signature,Entertainment,Male,202552
11566,Greater Mumbai,2015-05-26,Silver,Entertainment,Male,180339
11567,Greater Mumbai,2014-08-08,Gold,Bills,Male,39390
11568,Delhi,2014-05-30,Platinum,Entertainment,Female,213349
11569,Greater Mumbai,2015-04-08,Platinum,Fuel,Male,288247
11570,Bengaluru,2013-12-30,Silver,Grocery,Male,57468
11571,Ahmedabad,2015-02-23,Signature,Grocery,Male,163160
11572,Ahmedabad,2015-01-19,Silver,Fuel,Female,195152
11573,Greater Mumbai,2013-12-15,Gold,Entertainment,Male,299610
11574,Greater Mumbai,2013-11-04,Gold,Entertainment,Female,8018
11575,Greater Mumbai,2014-06-29,Gold,Bills,Male,25663
11576,Bengaluru,2014-07-14,Signature,Grocery,Female,186689
11577,Bengaluru,2014-08-25,Gold,Bills,Female,18928
11578,Ahmedabad,2014-09-19,Platinum,Grocery,Female,155035
11579,Greater Mumbai,2014-05-22,Platinum,Entertainment,Male,133153
11580,Ahmedabad,2013-12-21,Gold,Fuel,Female,243742
11581,Ahmedabad,2014-10-20,Signature,Fuel,Female,68804
11582,Delhi,2014-08-31,Gold,Bills,Male,32457
11583,Ahmedabad,2014-07-27,Platinum,Food,Female,33872
11584,Greater Mumbai,2014-07-07,Silver,Bills,Male,264996
11585,Bengaluru,2014-04-23,Signature,Bills,Female,252293
11586,Greater Mumbai,2014-11-04,Gold,Food,Female,51039
11587,Greater Mumbai,2013-10-24,Platinum,Entertainment,Male,99114
11588,Delhi,2014-02-28,Gold,Entertainment,Female,234507
11589,Delhi,2015-05-18,Platinum,Grocery,Male,6871
11590,Delhi,2014-03-24,Gold,Fuel,Male,16677
11591,Delhi,2013-11-24,Gold,Grocery,Male,138130
11592,Delhi,2014-10-23,Silver,Entertainment,Male,67513
11593,Greater Mumbai,2015-03-15,Platinum,Grocery,Male,160556
11594,Delhi,2014-09-08,Platinum,Bills,Female,281273
11595,Delhi,2014-03-18,Platinum,Food,Female,59400
11596,Delhi,2014-04-27,Silver,Food,Female,88429
11597,Delhi,2014-01-07,Gold,Fuel,Female,167432
11598,Bengaluru,2014-03-20,Platinum,Food,Female,137426
11599,Greater Mumbai,2014-04-16,Silver,Bills,Female,132635
11600,Ahmedabad,2014-01-11,Silver,Entertainment,Male,43337
11601,Greater Mumbai,2014-11-27,Gold,Entertainment,Male,81876
11602,Ahmedabad,2014-10-04,Signature,Entertainment,Female,85043
11603,Bengaluru,2013-10-04,Platinum,Bills,Male,18586
11604,Ahmedabad,2015-01-16,Platinum,Entertainment,Male,138623
11605,Delhi,2013-11-07,Signature,Entertainment,Male,222117
11606,Ahmedabad,2013-12-24,Signature,Grocery,Male,224160
11607,Delhi,2014-09-30,Platinum,Fuel,Female,210231
11608,Greater Mumbai,2014-05-07,Signature,Entertainment,Female,56345
11609,Delhi,2014-12-23,Signature,Grocery,Male,126427
11610,Ahmedabad,2014-03-12,Silver,Bills,Female,285105
11611,Ahmedabad,2014-08-08,Signature,Fuel,Male,294576
11612,Greater Mumbai,2014-02-18,Gold,Food,Female,102509
11613,Bengaluru,2013-11-06,Gold,Entertainment,Female,180381
11614,Greater Mumbai,2014-03-11,Signature,Fuel,Female,134488
11615,Greater Mumbai,2014-08-11,Signature,Bills,Male,201034
11616,Bengaluru,2014-06-22,Silver,Entertainment,Female,246356
11617,Ahmedabad,2013-12-21,Platinum,Entertainment,Female,111931
11618,Ahmedabad,2014-06-18,Platinum,Food,Male,287799
11619,Delhi,2014-08-05,Gold,Food,Male,134299
11620,Bengaluru,2014-12-05,Platinum,Fuel,Female,181625
11621,Delhi,2014-06-11,Silver,Food,Male,183775
11622,Delhi,2014-12-11,Silver,Food,Female,219817
11623,Ahmedabad,2014-09-13,Platinum,Fuel,Female,211573
11624,Ahmedabad,2013-10-25,Platinum,Entertainment,Male,75745
11625,Greater Mumbai,2014-12-08,Platinum,Fuel,Female,125734
11626,Ahmedabad,2014-03-10,Gold,Bills,Male,79400
11627,Greater Mumbai,2013-11-24,Platinum,Food,Female,65666
11628,Bengaluru,2014-11-25,Signature,Bills,Male,240299
11629,Delhi,2014-12-19,Gold,Food,Female,215368
11630,Bengaluru,2015-05-02,Platinum,Bills,Female,147412
11631,Ahmedabad,2015-05-06,Signature,Bills,Male,281635
11632,Delhi,2014-04-05,Platinum,Grocery,Female,94675
11633,Greater Mumbai,2014-06-10,Signature,Fuel,Female,158914
11634,Bengaluru,2014-12-15,Platinum,Entertainment,Male,200614
11635,Delhi,2014-01-22,Gold,Grocery,Female,51957
11636,Bengaluru,2015-05-03,Gold,Food,Female,10079
11637,Greater Mumbai,2015-05-04,Signature,Entertainment,Female,36667
11638,Greater Mumbai,2014-05-01,Silver,Bills,Female,27860
11639,Bengaluru,2014-05-30,Silver,Fuel,Female,123352
11640,Greater Mumbai,2014-12-25,Gold,Entertainment,Female,259668
11641,Bengaluru,2014-12-08,Signature,Grocery,Male,151587
11642,Greater Mumbai,2014-10-02,Silver,Food,Female,252542
11643,Ahmedabad,2014-10-30,Silver,Entertainment,Male,111400
11644,Greater Mumbai,2015-01-13,Platinum,Grocery,Male,226700
11645,Ahmedabad,2015-02-08,Gold,Grocery,Male,137122
11646,Greater Mumbai,2015-04-08,Silver,Entertainment,Male,26930
11647,Greater Mumbai,2013-10-25,Gold,Bills,Male,237660
11648,Delhi,2015-05-18,Platinum,Entertainment,Female,295780
11649,Ahmedabad,2013-11-08,Signature,Food,Female,178867
11650,Delhi,2014-01-12,Gold,Entertainment,Male,213315
11651,Ahmedabad,2015-05-22,Gold,Food,Male,156814
11652,Ahmedabad,2013-11-08,Platinum,Entertainment,Male,186964
11653,Ahmedabad,2015-05-22,Silver,Grocery,Female,202331
11654,Greater Mumbai,2014-03-04,Silver,Grocery,Male,144029
11655,Ahmedabad,2014-06-23,Signature,Bills,Female,136992
11656,Greater Mumbai,2014-04-18,Platinum,Entertainment,Male,252571
11657,Ahmedabad,2015-01-18,Gold,Entertainment,Female,114196
11658,Bengaluru,2015-03-23,Gold,Bills,Male,152971
11659,Delhi,2014-07-06,Gold,Grocery,Male,190007
11660,Greater Mumbai,2015-05-24,Signature,Grocery,Male,131287
11661,Greater Mumbai,2015-04-06,Gold,Grocery,Male,278770
11662,Ahmedabad,2014-02-02,Gold,Bills,Female,202822
11663,Greater Mumbai,2013-11-29,Silver,Entertainment,Male,193228
11664,Delhi,2013-11-09,Signature,Food,Female,14712
11665,Delhi,2015-03-23,Platinum,Entertainment,Male,118737
11666,Greater Mumbai,2014-06-04,Silver,Bills,Male,267655
11667,Ahmedabad,2014-11-20,Gold,Grocery,Female,23184
11668,Greater Mumbai,2015-02-26,Silver,Fuel,Male,239928
11669,Ahmedabad,2014-05-24,Silver,Grocery,Male,170640
11670,Greater Mumbai,2014-08-24,Silver,Grocery,Female,128228
11671,Bengaluru,2014-05-15,Gold,Bills,Male,193757
11672,Bengaluru,2015-04-13,Silver,Food,Male,272358
11673,Bengaluru,2015-04-07,Platinum,Entertainment,Female,36944
11674,Delhi,2015-03-19,Silver,Entertainment,Male,19156
11675,Delhi,2014-08-06,Platinum,Grocery,Female,98173
11676,Bengaluru,2014-11-12,Platinum,Food,Male,186047
11677,Delhi,2014-05-20,Platinum,Fuel,Male,31563
11678,Delhi,2015-02-27,Silver,Bills,Male,197274
11679,Delhi,2014-08-22,Platinum,Fuel,Male,221875
11680,Greater Mumbai,2014-11-12,Signature,Food,Female,59031
11681,Delhi,2015-01-21,Silver,Bills,Female,228626
11682,Greater Mumbai,2015-05-04,Silver,Bills,Female,68823
11683,Bengaluru,2014-12-04,Silver,Grocery,Male,254625
11684,Greater Mumbai,2014-10-01,Silver,Entertainment,Male,258128
11685,Bengaluru,2015-04-15,Platinum,Entertainment,Female,23736
11686,Bengaluru,2014-12-10,Platinum,Entertainment,Female,199553
11687,Bengaluru,2015-05-15,Silver,Bills,Female,31651
11688,Ahmedabad,2014-11-15,Signature,Entertainment,Female,10870
11689,Delhi,2015-04-30,Silver,Fuel,Male,6022
11690,Ahmedabad,2013-10-12,Signature,Entertainment,Female,185271
11691,Delhi,2013-11-19,Gold,Food,Female,94316
11692,Delhi,2015-05-01,Signature,Grocery,Male,244429
11693,Ahmedabad,2014-12-23,Silver,Fuel,Male,110350
11694,Delhi,2013-10-30,Silver,Entertainment,Male,95541
11695,Ahmedabad,2013-10-29,Silver,Entertainment,Female,1969
11696,Ahmedabad,2014-10-06,Signature,Entertainment,Male,182313
11697,Ahmedabad,2014-06-25,Platinum,Bills,Male,144646
11698,Greater Mumbai,2013-12-14,Signature,Grocery,Female,189353
11699,Delhi,2015-01-06,Platinum,Entertainment,Female,191001
11700,Greater Mumbai,2014-09-16,Silver,Fuel,Male,254996
11701,Delhi,2014-10-04,Signature,Entertainment,Male,3454
11702,Greater Mumbai,2013-10-25,Silver,Fuel,Female,91450
11703,Bengaluru,2013-11-29,Gold,Entertainment,Female,89913
11704,Bengaluru,2014-07-07,Gold,Food,Male,69711
11705,Bengaluru,2014-02-09,Platinum,Fuel,Male,120286
11706,Bengaluru,2013-10-28,Signature,Entertainment,Male,224161
11707,Delhi,2014-04-14,Silver,Fuel,Male,290132
11708,Bengaluru,2013-10-26,Gold,Food,Female,142970
11709,Greater Mumbai,2013-11-15,Platinum,Food,Male,199318
11710,Ahmedabad,2014-09-01,Signature,Grocery,Female,14115
11711,Delhi,2014-06-08,Signature,Food,Female,39392
11712,Bengaluru,2014-04-06,Platinum,Entertainment,Male,86334
11713,Bengaluru,2014-06-20,Silver,Bills,Male,155114
11714,Greater Mumbai,2015-05-26,Signature,Grocery,Female,226792
11715,Ahmedabad,2015-04-04,Gold,Fuel,Male,23739
11716,Delhi,2014-06-21,Signature,Entertainment,Male,294414
11717,Bengaluru,2014-11-10,Gold,Entertainment,Male,206043
11718,Delhi,2014-04-13,Platinum,Grocery,Male,115929
11719,Ahmedabad,2015-04-02,Silver,Food,Female,139925
11720,Bengaluru,2014-03-27,Signature,Grocery,Male,136944
11721,Ahmedabad,2014-09-14,Signature,Grocery,Female,211626
11722,Delhi,2015-05-10,Gold,Grocery,Female,19083
11723,Bengaluru,2014-11-24,Signature,Fuel,Male,271962
11724,Greater Mumbai,2015-01-17,Platinum,Fuel,Female,243785
11725,Ahmedabad,2014-10-04,Signature,Fuel,Female,214523
11726,Bengaluru,2013-11-08,Platinum,Grocery,Male,65822
11727,Ahmedabad,2015-03-25,Silver,Grocery,Male,37399
11728,Greater Mumbai,2014-05-15,Silver,Bills,Male,298486
11729,Delhi,2014-06-14,Gold,Food,Male,244895
11730,Greater Mumbai,2015-03-23,Gold,Grocery,Male,20750
11731,Delhi,2014-11-03,Signature,Grocery,Female,227385
11732,Delhi,2015-04-09,Gold,Grocery,Male,193553
11733,Delhi,2014-07-18,Silver,Bills,Male,6466
11734,Ahmedabad,2015-04-06,Silver,Grocery,Female,164251
11735,Delhi,2014-10-23,Gold,Entertainment,Male,242915
11736,Delhi,2013-10-06,Gold,Grocery,Female,62430
11737,Ahmedabad,2015-02-11,Gold,Entertainment,Female,43260
11738,Delhi,2015-01-05,Gold,Grocery,Male,289817
11739,Delhi,2014-10-30,Platinum,Food,Female,22912
11740,Bengaluru,2014-08-11,Platinum,Bills,Male,79518
11741,Delhi,2015-04-12,Silver,Entertainment,Male,66435
11742,Bengaluru,2014-06-01,Silver,Food,Female,197385
11743,Delhi,2013-10-18,Platinum,Fuel,Female,187705
11744,Bengaluru,2013-11-05,Signature,Grocery,Male,225226
11745,Greater Mumbai,2015-03-07,Gold,Entertainment,Female,99497
11746,Bengaluru,2014-09-11,Gold,Bills,Female,66229
11747,Ahmedabad,2014-08-18,Gold,Entertainment,Male,294885
11748,Ahmedabad,2014-04-05,Signature,Fuel,Female,97816
11749,Bengaluru,2014-11-19,Gold,Food,Female,279480
11750,Delhi,2015-03-23,Signature,Fuel,Male,10387
11751,Bengaluru,2014-10-15,Signature,Entertainment,Female,57400
11752,Bengaluru,2014-11-29,Platinum,Food,Female,234720
11753,Bengaluru,2014-12-30,Platinum,Fuel,Female,157614
11754,Delhi,2014-02-02,Gold,Fuel,Male,187148
11755,Ahmedabad,2014-05-25,Gold,Entertainment,Male,86661
11756,Greater Mumbai,2014-06-20,Gold,Food,Male,151808
11757,Greater Mumbai,2014-09-20,Signature,Bills,Female,299199
11758,Delhi,2014-11-24,Gold,Grocery,Female,156786
11759,Ahmedabad,2014-12-10,Silver,Fuel,Female,32336
11760,Ahmedabad,2014-05-12,Silver,Fuel,Female,144090
11761,Greater Mumbai,2014-12-10,Platinum,Grocery,Male,101749
11762,Ahmedabad,2015-05-19,Platinum,Entertainment,Male,246733
11763,Ahmedabad,2013-12-22,Signature,Bills,Female,284084
11764,Bengaluru,2013-12-23,Gold,Grocery,Male,166046
11765,Ahmedabad,2013-11-16,Platinum,Entertainment,Female,130645
11766,Ahmedabad,2015-03-27,Platinum,Fuel,Male,22633
11767,Greater Mumbai,2014-12-02,Platinum,Entertainment,Male,170334
11768,Bengaluru,2014-05-06,Silver,Bills,Female,71961
11769,Delhi,2014-07-05,Platinum,Entertainment,Female,63013
11770,Bengaluru,2014-11-22,Signature,Food,Male,30977
11771,Bengaluru,2015-01-20,Platinum,Entertainment,Male,291410
11772,Delhi,2014-07-29,Signature,Bills,Female,53145
11773,Ahmedabad,2014-06-10,Gold,Entertainment,Male,122591
11774,Bengaluru,2015-03-03,Gold,Food,Male,130054
11775,Bengaluru,2014-11-02,Platinum,Entertainment,Female,10760
11776,Bengaluru,2013-12-08,Platinum,Grocery,Male,43553
11777,Ahmedabad,2013-10-31,Gold,Bills,Female,51687
11778,Bengaluru,2014-04-05,Gold,Grocery,Male,178069
11779,Greater Mumbai,2014-03-26,Silver,Entertainment,Male,176991
11780,Bengaluru,2014-04-02,Silver,Food,Male,144026
11781,Bengaluru,2015-03-25,Signature,Entertainment,Male,208419
11782,Ahmedabad,2014-04-14,Platinum,Bills,Male,180221
11783,Ahmedabad,2015-02-15,Signature,Food,Female,292783
11784,Bengaluru,2013-10-20,Signature,Entertainment,Female,133243
11785,Delhi,2014-12-26,Signature,Fuel,Male,251408
11786,Bengaluru,2014-04-26,Gold,Fuel,Female,73686
11787,Ahmedabad,2015-01-26,Signature,Bills,Female,229003
11788,Ahmedabad,2013-11-19,Silver,Entertainment,Male,3457
11789,Greater Mumbai,2014-08-22,Signature,Bills,Female,175636
11790,Greater Mumbai,2014-03-02,Silver,Food,Female,116528
11791,Bengaluru,2014-10-05,Platinum,Bills,Female,193363
11792,Greater Mumbai,2014-03-15,Gold,Grocery,Female,268380
11793,Ahmedabad,2014-07-14,Gold,Bills,Female,93707
11794,Bengaluru,2014-07-09,Platinum,Fuel,Male,168854
11795,Ahmedabad,2014-07-07,Platinum,Fuel,Male,278309
11796,Bengaluru,2013-10-09,Signature,Entertainment,Female,157165
11797,Bengaluru,2015-01-20,Signature,Entertainment,Female,245077
11798,Bengaluru,2014-09-15,Platinum,Bills,Male,91567
11799,Greater Mumbai,2014-03-26,Silver,Bills,Female,26743
11800,Bengaluru,2015-02-05,Platinum,Food,Male,295759
11801,Greater Mumbai,2014-11-08,Silver,Food,Male,5341
11802,Greater Mumbai,2014-01-31,Silver,Food,Male,290003
11803,Greater Mumbai,2014-12-22,Signature,Food,Female,224545
11804,Greater Mumbai,2014-10-08,Platinum,Food,Male,16860
11805,Greater Mumbai,2014-08-28,Silver,Fuel,Male,127736
11806,Delhi,2013-11-14,Gold,Bills,Male,46898
11807,Ahmedabad,2014-04-05,Silver,Fuel,Male,240544
11808,Bengaluru,2014-10-23,Platinum,Fuel,Male,232975
11809,Bengaluru,2014-05-04,Silver,Food,Female,142498
11810,Delhi,2014-07-20,Platinum,Food,Male,121125
11811,Ahmedabad,2014-12-01,Silver,Food,Male,87180
11812,Delhi,2014-04-10,Platinum,Food,Male,249324
11813,Greater Mumbai,2013-11-29,Silver,Bills,Female,268662
11814,Bengaluru,2015-02-22,Platinum,Fuel,Female,11983
11815,Delhi,2015-05-19,Signature,Entertainment,Female,193645
11816,Bengaluru,2015-02-03,Silver,Entertainment,Female,194188
11817,Greater Mumbai,2014-11-15,Gold,Fuel,Male,52414
11818,Bengaluru,2014-09-02,Signature,Fuel,Female,238593
11819,Delhi,2014-03-12,Gold,Fuel,Male,200476
11820,Bengaluru,2013-10-09,Gold,Food,Female,216547
11821,Delhi,2014-10-03,Silver,Food,Female,53275
11822,Bengaluru,2014-02-04,Silver,Food,Female,243084
11823,Ahmedabad,2013-12-19,Silver,Grocery,Male,206770
11824,Greater Mumbai,2014-08-20,Signature,Entertainment,Female,230250
11825,Delhi,2014-01-26,Gold,Fuel,Female,135845
11826,Ahmedabad,2015-02-27,Platinum,Bills,Female,283472
11827,Bengaluru,2014-08-03,Platinum,Grocery,Male,178682
11828,Delhi,2015-04-13,Signature,Food,Male,27210
11829,Delhi,2014-12-02,Silver,Food,Female,284328
11830,Bengaluru,2013-10-20,Signature,Grocery,Female,250663
11831,Delhi,2015-02-05,Silver,Grocery,Male,154520
11832,Ahmedabad,2015-01-27,Silver,Grocery,Female,108312
11833,Greater Mumbai,2014-08-16,Platinum,Grocery,Male,53481
11834,Ahmedabad,2014-01-21,Gold,Food,Male,46678
11835,Ahmedabad,2014-10-30,Platinum,Entertainment,Male,271750
11836,Bengaluru,2014-03-25,Platinum,Bills,Male,115445
11837,Delhi,2014-05-26,Platinum,Grocery,Female,148687
11838,Greater Mumbai,2013-10-08,Gold,Entertainment,Female,188378
11839,Bengaluru,2015-03-25,Signature,Food,Male,61457
11840,Greater Mumbai,2015-01-17,Platinum,Food,Male,69714
11841,Delhi,2015-02-15,Signature,Bills,Female,18294
11842,Greater Mumbai,2014-06-01,Silver,Bills,Female,87053
11843,Delhi,2015-04-19,Gold,Grocery,Male,55673
11844,Ahmedabad,2014-12-04,Platinum,Grocery,Male,258372
11845,Bengaluru,2015-04-09,Silver,Fuel,Female,200981
11846,Ahmedabad,2015-04-17,Signature,Grocery,Female,158682
11847,Bengaluru,2014-05-05,Gold,Entertainment,Female,196545
11848,Bengaluru,2014-01-22,Silver,Grocery,Male,14465
11849,Delhi,2014-10-30,Platinum,Bills,Female,252594
11850,Bengaluru,2014-09-16,Gold,Bills,Female,194422
